College,Course,Seat,Category,Rank,Percentile
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Computer Science and Engineering,VII,,38738,78.6657067
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Computer Science and Engineering,I,,36770,79.8656107
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Computer Science and Engineering,I,,41506,77.0666918
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Computer Science and Engineering,I,,38805,78.6657067
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Computer Science and Engineering,I,,47683,73.2440997
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Computer Science and Engineering,I,,40803,77.6308856
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Computer Science and Engineering,I,,48952,72.7060426
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Computer Science and Engineering,VII,,37671,79.4751328
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Computer Science and Engineering,I,Stage,92192,39.3128682
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Computer Science and Engineering,I,DEFOPENS,20913,88.7433193
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Computer Science and Engineering,I,TFWS,30980,83.2493822
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Computer Science and Engineering,VII,Stage,38798,78.6657067
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electrical Engineering,I,,81979,48.2193247
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electrical Engineering,I,,85225,45.2718114
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electrical Engineering,I,,102694,28.1605922
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electrical Engineering,I,,116596,10.4564832
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electrical Engineering,I,,108566,20.8205322
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electrical Engineering,I,,52676,70.2135829
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electrical Engineering,I,,80149,49.556541
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electrical Engineering,VII,,85288,45.2718114
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electrical Engineering,VII,,83459,46.941483
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electrical Engineering,I,Stage,86837,43.3167495
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electrical Engineering,I,Stage,76355,52.8246408
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electrical Engineering,I,GSCH,115716,11.3082039
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electrical Engineering,VII,Stage,91156,39.5925136
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electrical Engineering,I,Stage,58661,66.2395008
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electrical Engineering,I,GSCH,73053,55.257059
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electrical Engineering,I,Stage,86947,43.3167495
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electrical Engineering,VII,Stage,84924,45.6704109
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,I,,102268,28.4814025
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,I,,109437,19.8474395
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,I,,66265,60.7344231
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,I,,109439,19.8474395
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,I,,115331,12.2020044
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,VII,,103324,26.9007793
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,VII,,107192,22.4871071
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,VII,,114079,13.7713294
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,VII,,117191,9.2499758
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,VII,,112239,16.5730741
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,VII,,113780,14.2210761
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,VII,,109202,20.1763116
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,I,Stage,115109,12.219415
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,I,Stage,106172,23.4829494
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,VII,Stage,114773,12.7559948
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,VII,GVJH,112604,15.6956852
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,VII,Stage,120284,4.3340532
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,VII,GOPENO,116576,10.4564832
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,I,Stage,109176,20.1763116
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,I,Stage,88903,42.3018437
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,I,Stage,116391,10.4981278
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,VII,Stage,115405,12.099832
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electronics and Computer Engineering,I,,55220,68.5714285
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electronics and Computer Engineering,I,,69900,57.7165019
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electronics and Computer Engineering,I,,58163,66.4465439
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electronics and Computer Engineering,I,,59730,65.5958943
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electronics and Computer Engineering,VII,,60815,64.7353734
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electronics and Computer Engineering,VII,,59467,65.7244332
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electronics and Computer Engineering,I,Stage,62126,63.7783399
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electronics and Computer Engineering,I,GOPENO,51016,71.197687
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electronics and Computer Engineering,I,GSTO,57977,66.5894149
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electronics and Computer Engineering,VII,Stage,65322,61.6697194
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electronics and Computer Engineering,I,Stage,48147,72.8974176
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electronics and Computer Engineering,I,Stage,53500,69.5290454
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Artificial Intelligence and Data Science,I,Stage,46122,74.364085
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Artificial Intelligence and Data Science,I,GOPENH,50384,71.6451268
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Artificial Intelligence and Data Science,I,Stage,41982,76.9900203
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Artificial Intelligence and Data Science,VII,Stage,46311,74.2260244
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Artificial Intelligence and Data Science,VII,GOPENH,45937,74.364085
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Artificial Intelligence and Data Science,I,Stage,47527,73.4437245
